Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
J;"Chen, SQ; Ma, Y; Lian, WT";;;;"Chen, Shuangquan; Ma, Yu; Lian, Wanting";;;Fostering idealogical and polical education via knowledge graph and KNN model: an emphasis on positive psychology;BMC PSYCHOLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2050-7283;;;;MAR 25;2024;12;1;;;;;;;170;10.1186/s40359-024-01654-4;http://dx.doi.org/10.1186/s40359-024-01654-4;;;;;;;;38528609;;;;;WOS:001190949800001;View Full Record in Web of Science
J;"Orodu, KB; Ekechukwu, GK; Orodu, OD";;;;"Orodu, Kale Barbara; Ekechukwu, Gerald Kelechi; Orodu, Oyinkepreye David";;;Conventional and machine learning improved prediction of hydrocarbon density using volume-translation at high-pressure high-temperature conditions;ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS;;;;;;;;;;;;;;;;;"Ekechukwu, Gerald/AFW-7959-2022; Orodu, Oyinkepreye/AAF-5624-2020";;;;;;;;;;;;;;1556-7036;1556-7230;;;;2021 APR 16;2021;;;;;;;;;;10.1080/15567036.2021.1915433;http://dx.doi.org/10.1080/15567036.2021.1915433;;APR 2021;;;;;;;;;;;WOS:000640581100001;View Full Record in Web of Science
C;"Ahmed, AF; Firmansyah, AF; Sherif, MA; Moussallem, D; Ngomo, ACN";;"Metais, E; Meziane, F; Sugumaran, V; Manning, W; Reiff-Marganiec, S";;"Ahmed, Abdullah Fathi; Firmansyah, Asep Fajar; Sherif, Mohamed Ahmed; Moussallem, Diego; Ngomo, Axel-Cyrille Ngonga";;;Explainable Integration of Knowledge Graphs Using Large Language Models;NATURAL LANGUAGE PROCESSING AND INFORMATION SYSTEMS, NLDB 2023;Lecture Notes in Computer Science;;;;28th International Conference on Applications of Natural Language to Information Systems (NLDB);JUN 21-23, 2023;Univ Derby, Derby, ENGLAND;;Univ Derby;;;;;;;;Firmansyah, Asep Fajar/GRF-4471-2022;Firmansyah, Asep Fajar/0000-0001-5775-6966;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-031-35319-2; 978-3-031-35320-8";;;;2023;13913;;;;;;124;139;;10.1007/978-3-031-35320-8_9;http://dx.doi.org/10.1007/978-3-031-35320-8_9;;;;;;;;;;;;;WOS:001351042300009;View Full Record in Web of Science
C;"Karalis, N; Bigerl, A; Ngonga Ngomo, AC";;"Acosta, M; Peroni, S; Vahdati, S; Gentile, AL; Pellegrini, T; Kalo, JC";;"Karalis, Nikolaos; Bigerl, Alexander; Ngonga Ngomo, Axel-Cyrille";;;Native Execution of GraphQL Queries over RDF Graphs Using Multi-Way Joins;KNOWLEDGE GRAPHS: SEMANTICS, MACHINE LEARNING, AND LANGUAGES;Studies on the Semantic Web;;;;19th International Conference on Semantic Systems (SEMANTICS);SEP 20-22, 2023;Leipzig, GERMANY;Metaphacts,Pantopix,PoolParty,TopQuadrant,GNOSS,IOLAR,Ontotext,Neo4j,RDFOX,QA Co,RWS,Karakun,SP Semant Partners;;;;;;;;;;"Ngonga Ngomo, Axel-Cyrille/0000-0001-7112-3516; Karalis, Nikolaos/0000-0002-0710-7180; Bigerl, Alexander/0000-0002-9617-1466";;;;;;;;;;;;;1868-1158;2215-0870;"978-1-64368-424-6; 978-1-64368-425-3; 978-3-89838-771-2";;;;2023;56;;;;;;77;93;;10.3233/SSW230007;http://dx.doi.org/10.3233/SSW230007;;;;;;;;;;;;;WOS:001152250900006;View Full Record in Web of Science
C;"Pasricha, R; McAuley, J";;;ACM;"Pasricha, Rajiv; McAuley, Julian";;;Translation-based Factorization Machines for Sequential Recommendation;12TH ACM CONFERENCE ON RECOMMENDER SYSTEMS (RECSYS);;;;;12th ACM Conference on Recommender Systems (RecSys);OCT 02-07, 2018;Vancouver, CANADA;Spotify,Univ Massachusetts Amherst,Johannes Kepler Univ Linz,ACM;;;;;;;;;;;;;;;;;;;;;;;;;978-1-4503-5901-6;;;;2018;;;;;;;63;71;;10.1145/3240323.3240356;http://dx.doi.org/10.1145/3240323.3240356;;;;;;;;;;;;;WOS:000458675100011;View Full Record in Web of Science
C;"Xu, ZN; Shou, LJ; Pei, J; Gong, M; Su, QL; Quan, XJ; Jiang, DX";;"Williams, B; Chen, Y; Neville, J";;"Xu, Zenan; Shou, Linjun; Pei, Jian; Gong, Ming; Su, Qinliang; Quan, Xiaojun; Jiang, Daxin";;;A Graph Fusion Approach for Cross-Lingual Machine Reading Comprehension;THIRTY-SEVENTH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOL 37 NO 11;AAAI Conference on Artificial Intelligence;;;;37th AAAI Conference on Artificial Intelligence (AAAI) / 35th Conference on Innovative Applications of Artificial Intelligence / 13th Symposium on Educational Advances in Artificial Intelligence;FEB 07-14, 2023;Washington, DC;Assoc Advancement Artificial Intelligence;;;;;;;;;;Pei, Jian/0000-0002-2200-8711;;;;;;;;;;;;;2159-5399;2374-3468;;;;;2023;;;;;;;13861;13868;;;;;;;;;;;;;;;;WOS:001243753000149;View Full Record in Web of Science
J;"Yin, XY; Gromann, D; Rudolph, S";;;;"Yin, Xiaoyu; Gromann, Dagmar; Rudolph, Sebastian";;;Neural machine translating from natural language to SPARQL;FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE;;;;;;;;;;;;;;;;;Rudolph, Sebastian/AAK-7281-2020;"Rudolph, Sebastian/0000-0002-1609-2080; Gromann, Dagmar/0000-0003-0929-6103";;;;;;;;;;;;;0167-739X;1872-7115;;;;APR;2021;117;;;;;;510;519;;10.1016/j.future.2020.12.013;http://dx.doi.org/10.1016/j.future.2020.12.013;;JAN 2021;;;;;;;;;;;WOS:000612107200019;View Full Record in Web of Science
C;"Le, T; Huynh, N; Le, B";;"Farkas, I; Masulli, P; Otte, S; Wermter, S";;"Thanh Le; Ngoc Huynh; Bac Le";;;Link Prediction on Knowledge Graph by Rotation Embedding on the Hyperplane in the Complex Vector Space;ARTIFICIAL NEURAL NETWORKS AND MACHINE LEARNING - ICANN 2021, PT III;Lecture Notes in Computer Science;;;;30th International Conference on Artificial Neural Networks (ICANN);SEP 14-17, 2021;ELECTR NETWORK;;;;;;;;;;Le, Bac/AAQ-9148-2021;Le, Thanh/0000-0002-2180-4222;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-86365-4; 978-3-030-86364-7";;;;2021;12893;;;;;;164;175;;10.1007/978-3-030-86365-4_14;http://dx.doi.org/10.1007/978-3-030-86365-4_14;;;;;;;;;;;;;WOS:000711921200014;View Full Record in Web of Science
C;"Amaral, G; Pinnis, M; Skadina, I; Rodrigues, O; Simperl, E";;"Sojka, P; Horak, A; Kopecek, I; Pala, K";;"Amaral, Gabriel; Pinnis, Marcis; Skadina, Inguna; Rodrigues, Odinaldo; Simperl, Elena";;;Statistical and Neural Methods for Cross-lingual Entity Label Mapping in Knowledge Graphs;TEXT, SPEECH, AND DIALOGUE (TSD 2022);Lecture Notes in Artificial Intelligence;;;;25th Annual International Conference on Text, Speech and Dialogue Conference (TSD);SEP 06-09, 2022;Brno, CZECH REPUBLIC;Masaryk Univ, Fac Informat,Univ W Bohemia, Fac Appl Sci,Int Speech Commun Assoc,Lex Comp Ltd,IBMC Eska Republika Spol s r o,Amazon Alexa;;;;;;;;;"Rodrigues, Odinaldo/KUC-8682-2024; Simperl, Elena/ABF-8045-2020; Pinnis, Marcis/N-8009-2013";"Pinnis, Marcis/0000-0001-6832-5600; Amaral, Gabriel/0000-0002-4482-5376; Rodrigues, Odinaldo/0000-0001-7823-1034; Simperl, Elena/0000-0003-1722-947X; Skadina, Inguna/0000-0003-4787-7099";;;;;;;;;;;;;2945-9133;1611-3349;"978-3-031-16270-1; 978-3-031-16269-5";;;;2022;13502;;;;;;39;51;;10.1007/978-3-031-16270-1_4;http://dx.doi.org/10.1007/978-3-031-16270-1_4;;;;;;;;;;;;;WOS:000866222300004;View Full Record in Web of Science
J;"Deagen, ME; Dalle-Cort, B; Rebello, NJ; Lin, TS; Walsh, DJ; Olsen, BD";;;;"Deagen, Michael E.; Dalle-Cort, Berenger; Rebello, Nathan J.; Lin, Tzyy-Shyang; Walsh, Dylan J.; Olsen, Bradley D.";;;Machine Translation between BigSMILES Line Notation and Chemical Structure Diagrams;MACROMOLECULES;;;;;;;;;;;;;;;;;Walsh, Dylan/ABG-5975-2020;"Deagen, Michael/0000-0002-8034-0667; Walsh, Dylan/0000-0001-7981-2770; Olsen, Bradley/0000-0002-7272-7140";;;;;;;;;;;;;0024-9297;1520-5835;;;;DEC 18;2023;57;1;;;;;42;53;;10.1021/acs.macromol.3c01378;http://dx.doi.org/10.1021/acs.macromol.3c01378;;;;;;;;;;;;;WOS:001139437400001;View Full Record in Web of Science
C;"Conia, S; Li, M; Lee, D; Minhas, UF; Ilyas, I; Li, YY";;"Bouamor, H; Pino, J; Bali, K";;"Conia, Simone; Li, Min; Lee, Daniel; Minhas, Umar Farooq; Ilyas, Ihab; Li, Yunyao";;;Increasing Coverage and Precision of Textual Information in Multilingual Knowledge Graphs;2023 CONFERENCE ON EMPIRICAL METHODS IN NATURAL LANGUAGE PROCESSING, EMNLP 2023;;;;;Conference on Empirical Methods in Natural Language Processing (EMNLP);DEC 06-10, 2023;Singapore, SINGAPORE;Apple,Colossal AI,Google Res,GTCOM,King Salman Global Acad Arabic Language,LivePerson,SONY,Ahrefs,Alibaba Cloud,Amazon Sci,Baidu,ByteDance,Cohere,Megagon Labs,NEC,ANT Grp,Bloomberg Engn,HUAWEI,J P Morgan Chase & Co,Salesforce,SAP,AiXplain,Duolingo,Jenni,Translated,Adobe,Babelscape,ModelBest,Nyonic,Mercari;;;;;;;;;;;;;;;;;;;;;;;;;979-8-89176-060-8;;;;2023;;;;;;;1612;1634;;;;;;;;;;;;;;;;WOS:001275019901044;View Full Record in Web of Science
C;"Jaume, G; Pati, P; Anklin, V; Foncubierta, A; Gabrani, M";;"Atzori, M; Burlutskiy, N; Ciompi, F; Li, Z; Minhas, F; Muller, H; Peng, T; Rajpoot, N; Torben-Nielsen, B; VanDerLaak, J; Veta, M; Yuan, Y; Zlobec, I";;"Jaume, Guillaume; Pati, Pushpak; Anklin, Valentin; Foncubierta, Antonio; Gabrani, Maria";;;HistoCartography: A Toolkit for Graph Analytics in Digital Pathology;MICCAI WORKSHOP ON COMPUTATIONAL PATHOLOGY, VOL 156;Proceedings of Machine Learning Research;;;;MICCAI Workshop on Computational Pathology (COMPAY);SEP 27, 2021;ELECTR NETWORK;MICCAI;;;;;;;;;Foncubierta-Rodriguez, Antonio/AAQ-6828-2020;;;;;;;;;;;;;;2640-3498;;;;;;2021;156;;;;;;117;128;;;;;;;;;;;;;;;;WOS:001239930000011;View Full Record in Web of Science
C;"Tran, H; Phan, L; Anibal, J; Nguyen, BT; Nguyen, TS";;"Mantoro, T; Lee, M; Ayu, MA; Wong, KW; Hidayanto, AN";;"Tran, Hieu; Phan, Long; Anibal, James; Nguyen, Binh T.; Nguyen, Truong-Son";;;SPBERT: an Efficient Pre-training BERT on SPARQL Queries for Question Answering over Knowledge Graphs;NEURAL INFORMATION PROCESSING, ICONIP 2021, PT I;Lecture Notes in Computer Science;;;;28th International Conference on Neural Information Processing;DEC 08-12, 2021;ELECTR NETWORK;;;;;;;;;;Nguyen, Binh/N-8193-2013;;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-92184-2; 978-3-030-92185-9";;;;2021;13108;;;;;;512;523;;10.1007/978-3-030-92185-9_42;http://dx.doi.org/10.1007/978-3-030-92185-9_42;;;;;;;;;;;;;WOS:001419481500042;View Full Record in Web of Science
C;"Wu, LF; Chen, Y; Ji, H; Liu, B";;;ASSOC COMP MACHINERY;"Wu, Lingfei; Chen, Yu; Ji, Heng; Liu, Bang";;;Deep Learning on Graphs for Natural Language Processing;KDD '21: PROCEEDINGS OF THE 27TH ACM SIGKDD CONFERENCE ON KNOWLEDGE DISCOVERY & DATA MINING;;;;;27th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (KDD);AUG 14-18, 2021;ELECTR NETWORK;Assoc Comp Machinery,ACM SIGMOD,ACM SIGKDD;;;;;;;;;Wu, Lingfei/ABC-1000-2020;;;;;;;;;;;;;;;;978-1-4503-8332-5;;;;2021;;;;;;;4084;4085;;10.1145/3447548.3470820;http://dx.doi.org/10.1145/3447548.3470820;;;;;;;;;;;;;WOS:000749556804038;View Full Record in Web of Science
C;"Zhang, ZB; Wu, S; Chen, G; Jiang, DW";;"Chen, E; Antoniou, G; Wu, X; Kumar, V";;"Zhang, Zhebin; Wu, Sai; Chen, Gang; Jiang, Dawei";;;Self-Attention and Dynamic Convolution Hybrid Model for Neural Machine Translation;11TH IEEE INTERNATIONAL CONFERENCE ON KNOWLEDGE GRAPH (ICKG 2020);;;;;11th IEEE International Conference on Knowledge Graph (IEEE ICKG);AUG 09-11, 2020;ELECTR NETWORK;IEEE,IEEE Comp Soc;;;;;;;;;"Zhang, Zhebin/K-2916-2016; Chen, Ang/HII-3354-2022";;;;;;;;;;;;;;;;978-1-7281-8156-1;;;;2020;;;;;;;352;359;;10.1109/ICBK50248.2020.00057;http://dx.doi.org/10.1109/ICBK50248.2020.00057;;;;;;;;;;;;;WOS:000631724800048;View Full Record in Web of Science
J;"Phan, THV; Do, P";;;;"Phan, Truong H., V; Phuc Do";;;BERT+vnKG: Using Deep Learning and Knowledge Graph to Improve Vietnamese Question Answering System;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;;;;;;;;;;;;;;;;;Phan, Truong/HGC-7169-2022;H. V Phan, Truong/0000-0003-1773-6703;;;;;;;;;;;;;2158-107X;2156-5570;;;;JUL;2020;11;7;;;;;480;487;;;;;;;;;;;;;;;;WOS:000568850200062;View Full Record in Web of Science
J;"Javed, S; Usman, M; Sandin, F; Liwicki, M; Mokayed, H";;;;"Javed, Saleha; Usman, Muhammad; Sandin, Fredrik; Liwicki, Marcus; Mokayed, Hamam";;;Deep Ontology Alignment Using a Natural Language Processing Approach for Automatic M2M Translation in IIoT;SENSORS;;;;;;;;;;;;;;;;;"Javed, saleha/GWZ-8529-2022; Usman, Muhammad/JAD-2233-2023; Liwicki, Marcus/D-5572-2014";"mokayed, hamam/0000-0001-6158-3543; Javed, saleha/0000-0002-2123-8187; , Muhammad Usman/0000-0002-0368-5039; Liwicki, Marcus/0000-0003-4029-6574";;;;;;;;;;;;;;1424-8220;;;;OCT;2023;23;20;;;;;;;8427;10.3390/s23208427;http://dx.doi.org/10.3390/s23208427;;;;;;;;37896522;;;;;WOS:001095200100001;View Full Record in Web of Science
C;"Han, K; Gardent, C";;"Bouamor, H; Pino, J; Bali, K";;"Han, Kelvin; Gardent, Claire";;;Multilingual Generation and Answering of Questions from Texts and Knowledge Graphs;FINDINGS OF THE ASSOCIATION FOR COMPUTATIONAL LINGUISTICS (EMNLP 2023);;;;;Conference on Empirical Methods in Natural Language Processing (EMNLP);DEC 06-10, 2023;Singapore, SINGAPORE;Apple,Colossal AI,Google Res,GTCOM,King Salman Global Acad Arabic Language,LivePerson,SONY,Ahrefs,Alibaba Cloud,Amazon Sci,Baidu,ByteDance,Cohere,Megagon Labs,NEC,ANT Grp,Bloomberg Engn,HUAWEI,J P Morgan Chase & Co,Salesforce,SAP,AiXplain,Duolingo,Jenni,Translated,Adobe,Babelscape,ModelBest,Nyonic,Mercari;;;;;;;;;;;;;;;;;;;;;;;;;979-8-89176-061-5;;;;2023;;;;;;;13740;13756;;;;;;;;;;;;;;;;WOS:001378234405061;View Full Record in Web of Science
C;"Gallardo, C; Cardeñosa, J; Baragaño, S";;"Larsen, HL; Martin-Bautista, MJ; Ruiz, MD; Andreasen, T; Bordogna, G; DeTre, G";;"Gallardo, Carolina; Cardenosa, Jesus; Baragano, Samantha";;;Interlingual Semantic Validation;FLEXIBLE QUERY ANSWERING SYSTEMS, FQAS 2023;Lecture Notes in Artificial Intelligence;;;;15th International Conference on Flexible Query Answering Systems (FQAS);SEP 05-07, 2023;European Soc Fuzzy Log & Technol, Mallorca, SPAIN;Univ Granada,Univ Illes Balears,Univ Cultura, Consejeria Fondos Europeos, Govern Illes Balears,Ajuntament Palma,Fundacio Univ Empresa Illes Balears;European Soc Fuzzy Log & Technol;;;;;;;;;GALLARDO PEREZ, CAROLINA/0000-0002-0816-6908;;;;;;;;;;;;;2945-9133;1611-3349;"978-3-031-42934-7; 978-3-031-42935-4";;;;2023;14113;;;;;;93;106;;10.1007/978-3-031-42935-4_8;http://dx.doi.org/10.1007/978-3-031-42935-4_8;;;;;;;;;;;;;WOS:001156345100008;View Full Record in Web of Science
J;"MCHALE, ML; MYAENG, SH";;;;"MCHALE, ML; MYAENG, SH";;;INTEGRATION OF CONCEPTUAL GRAPHS AND GOVERNMENT-BINDING THEORY;KNOWLEDGE-BASED SYSTEMS;;;;;;;;;;;;;;;;;Myaeng, Sung-Hyon/AAI-2518-2019;;;;;;;;;;;;;;0950-7051;;;;;SEP;1992;5;3;;;;;213;222;;10.1016/0950-7051(92)90033-C;http://dx.doi.org/10.1016/0950-7051(92)90033-C;;;;;;;;;;;;;WOS:A1992JL01400006;View Full Record in Web of Science
C;"Yang, JF; Shi, YJ; Tong, X; Wang, R; Chen, TY; Ying, XH";;"Moens, MF; Huang, X; Specia, L; Yih, SWT";;"Yang, Jinfa; Shi, Yongjie; Tong, Xin; Wang, Robin; Chen, Taiyan; Ying, Xianghua";;;Improving Knowledge Graph Embedding Using Affine Transformations of Entities Corresponding to Each Relation;FINDINGS OF THE ASSOCIATION FOR COMPUTATIONAL LINGUISTICS, EMNLP 2021;;;;;Meeting of the Association-for-Computational-Linguistics (ACL-EMNLP);NOV 07-11, 2021;Punta Cana, DOMINICAN REP;Assoc Computat Linguist;;;;;;;;;"jinfa, yang/HGC-1690-2022; Chen, Taiyan/ISB-8023-2023";Yang, Jinfa/0000-0001-6138-7569;;;;;;;;;;;;;;;978-1-955917-10-0;;;;2021;;;;;;;508;517;;;;;;;;;;;;;;;;WOS:001181828804029;View Full Record in Web of Science
C;Carl, M;;;European Language Resources Association;Carl, Michael;;;Using Log-linear Models for Selecting Best Machine Translation Output;SIXTH INTERNATIONAL CONFERENCE ON LANGUAGE RESOURCES AND EVALUATION, LREC 2008;;;;;6th International Conference on Language Resources and Evaluation (LREC);MAY 28-30, 2008;Marrakech, MOROCCO;European Language Resources Assoc (ELRA),Evaluat & Language Resources Distribut Agcy (ELDA),Ist Linguistica Computazionale (ILC),Nuance,Inst Nederlandse Lexicologie (INL),Microsoft,European Media Lab GmBH (EML),Linguatec,Connexor,Orange,Telisma,AAMT,AMTA,ACL,AFNLP,ALTA,COCOSDA,Oriental COCOSDA,EACL,EAMT,ELSNET,EURALEX,GWA,IAMT,ISCA,KnowledgeWeb,LDC,NEMLAR Network,SIGLEX,TEI,Technolangue French Program,WRITE,Informat Soc & Media, European Commiss,Unit E 2 Content & Knowledge;;;;;;;;;;Carl, Michael/0000-0002-2815-0292;;;;;;;;;;;;;;;;;;;2008;;;;;;;1140;1147;;;;;;;;;;;;;;;;WOS:000324028901039;View Full Record in Web of Science
J;"Wang, YL; Wang, M; Fujita, H";;;;"Wang, Yinglin; Wang, Ming; Fujita, Hamido";;;Word Sense Disambiguation: A comprehensive knowledge exploitation framework;KNOWLEDGE-BASED SYSTEMS;;;;;;;;;;;;;;;;;Fujita, Hamido/D-6249-2012;Fujita, Hamido/0000-0001-5256-210X;;;;;;;;;;;;;0950-7051;1872-7409;;;;FEB 29;2020;190;;;;;;;;105030;10.1016/j.knosys.2019.105030;http://dx.doi.org/10.1016/j.knosys.2019.105030;;;;;;;;;;;;;WOS:000518492400007;View Full Record in Web of Science
C;"Wu, D; Monz, C";;"Bouamor, H; Pino, J; Bali, K";;"Wu, Di; Monz, Christof";;;Beyond Shared Vocabulary: Increasing Representational Word Similarities across Languages for Multilingual Machine Translation;2023 CONFERENCE ON EMPIRICAL METHODS IN NATURAL LANGUAGE PROCESSING (EMNLP 2023);;;;;Conference on Empirical Methods in Natural Language Processing (EMNLP);DEC 06-10, 2023;Singapore, SINGAPORE;Apple,Colossal AI,Google Res,GTCOM,King Salman Global Acad Arabic Language,LivePerson,SONY,Ahrefs,Alibaba Cloud,Amazon Sci,Baidu,ByteDance,Cohere,Megagon Labs,NEC,ANT Grp,Bloomberg Engn,HUAWEI,J P Morgan Chase & Co,Salesforce,SAP,AiXplain,Duolingo,Jenni,Translated,Adobe,Babelscape,ModelBest,Nyonic,Mercari;;;;;;;;;;;;;;;;;;;;;;;;;979-8-89176-060-8;;;;2023;;;;;;;9749;9764;;;;;;;;;;;;;;;;WOS:001378237101022;View Full Record in Web of Science
C;"Sun, ZQ; Huang, A; Xu, XZ; Chen, QJ; Ren, WJ; Hu, W";;"Krause, A; Brunskill, E; Cho, K; Engelhardt, B; Sabato, S; Scarlett, J";;"Sun, Zequn; Huang, Ain; Xu, Xiaozhou; Chen, Qijin; Ren, Weijun; Hu, Wei";;;What Makes Entities Similar? A Similarity Flooding Perspective for Multi-sourced Knowledge Graph Embeddings;INTERNATIONAL CONFERENCE ON MACHINE LEARNING, VOL 202;Proceedings of Machine Learning Research;;;;40th International Conference on Machine Learning;JUL 23-29, 2023;Honolulu, HI;;;;;;;;;;;;;;;;;;;;;;;;2640-3498;;;;;;2023;202;;;;;;;;;;;;;;;;;;;;;;;WOS:001372498800038;View Full Record in Web of Science
J;"Makni, B; Hendler, J";;;;"Makni, Bassem; Hendler, James";;;Deep learning for noise-tolerant RDFS reasoning;SEMANTIC WEB;;;;;;;;;;;;;;;;;;Hendler, James/0000-0003-3056-1960;;;;;;;;;;;;;1570-0844;2210-4968;;;;;2019;10;5;;;;;823;862;;10.3233/SW-190363;http://dx.doi.org/10.3233/SW-190363;;;;;;;;;;;;;WOS:000488082100002;View Full Record in Web of Science
C;"Wu, HL; Liu, SM";;"Matsumoto, Y; Sproat, R; Wong, KF; Zhang, M";;"Wu, Honglin; Liu, Shaoming";;;Word alignment between Chinese and Japanese using maximum weight matching on bipartite graph;COMPUTER PROCESSING OF ORIENTAL LANGUAGES, PROCEEDINGS: BEYOND THE ORIENT: THE RESEARCH CHALLENGES AHEAD;Lecture Notes in Artificial Intelligence;;;;21st International Conference on Computer Processing of Oriental Languages (ICCPOL 2006);DEC 17-19, 2006;Singapore, SINGAPORE;Chinese & Oriental Languages Comp Soc,Chinese & Oriental Languages Informat Proc Soc;;;;;;;;;;;;;;;;;;;;;;;2945-9133;1611-3349;978-3-540-49667-0;;;;2006;4285;;;;;;75;+;;;;;;;;;;;;;;;;WOS:000244584200008;View Full Record in Web of Science
C;"García-Durán, A; González, R; Oñoro-Rubio, D; Niepert, M; Li, H";;"Jose, JM; Yilmaz, E; Magalhaes, J; Castells, P; Ferro, N; Silva, MJ; Martins, F";;"Garcia-Duran, Alberto; Gonzalez, Roberto; Onoro-Rubio, Daniel; Niepert, Mathias; Li, Hui";;;TRANSREV: Modeling Reviews as Translations from Users to Items;ADVANCES IN INFORMATION RETRIEVAL, ECIR 2020, PT I;Lecture Notes in Computer Science;;;;42nd European Conference on IR Research;APR 14-17, 2020;PORTUGAL;Universidade Nova De Lisboa,Universidad Autonoma de Madrid;;;;;;;;;;Niepert, Mathias/0000-0002-8401-3751;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-45438-8; 978-3-030-45439-5";;;;2020;12035;;;;;;234;248;;10.1007/978-3-030-45439-5_16;http://dx.doi.org/10.1007/978-3-030-45439-5_16;;;;;;;;;;;;;WOS:001437351800016;View Full Record in Web of Science
J;"Yu, WH; Zhu, CG; Li, ZT; Hu, ZT; Wang, QY; Ji, H; Jiang, M";;;;"Yu, Wenhao; Zhu, Chenguang; Li, Zaitang; Hu, Zhiting; Wang, Qingyun; Ji, Heng; Jiang, Meng";;;A Survey of Knowledge-enhanced Text Generation;ACM COMPUTING SURVEYS;;;;;;;;;;;;;;;;;Jiang, Meng/AAE-4976-2020;;;;;;;;;;;;;;0360-0300;1557-7341;;;;JAN;2022;54;11S;;;;;;;227;10.1145/3512467;http://dx.doi.org/10.1145/3512467;;;;;;;;;;;;;WOS:000886929000013;View Full Record in Web of Science
C;"Zhang, D; Lu, WJ; Li, SS; Zhou, GD";;"Onizuka, M; Lee, JG; Tong, Y; Xiao, C; Ishikawa, Y; Amer-Yahia, S; Jagadish, HV; Lu, K";;"Zhang, Dong; Lu, Wenjie; Li, Shoushan; Zhou, Guodong";;;Bilingual Multimodal Graph Modeling for Text-Image Relation Inference;DATABASE SYSTEMS FOR ADVANCED APPLICATIONS, DASFAA 2024, PT 3;Lecture Notes in Computer Science;;;;29th International Conference on Database Systems for Advanced Applications (DASFAA);JUL 02-05, 2024;Gifu, JAPAN;;;;;;;;;;Zhang, Dong/JMQ-5530-2023;;;;;;;;;;;;;;0302-9743;1611-3349;"978-981-97-5554-7; 978-981-97-5555-4";;;;2025;14852;;;;;;387;402;;10.1007/978-981-97-5555-4_28;http://dx.doi.org/10.1007/978-981-97-5555-4_28;;;;;;;;;;;;;WOS:001416103900028;View Full Record in Web of Science
C;"Cao, TH; Cao, TD; Tran, TL";;"Domingue, J; Anutariya, C";;"Cao, Tru H.; Cao, Truong D.; Tran, Thang L.";;;A Robust Ontology-Based Method for Translating Natural Language Queries to Conceptual Graphs;SEMANTIC WEB, PROCEEDINGS;Lecture Notes in Computer Science;;;;3rd Asian Semantic Web Conference;DEC 08-11, 2008;Bangkok, THAILAND;East Web,NECTEC,DERI,Super,SWING,NeOn,Large Knowledge Collider;;;;;;;;;;;;;;;;;;;;;;;0302-9743;1611-3349;978-3-540-89703-3;;;;2008;5367;;;;;;479;492;;;;;;;;;;;;;;;;WOS:000264057900003;View Full Record in Web of Science
C;"Chen, Y; Tan, YS; Wu, QB; Wang, W";;;IEEE;"Chen, Yi; Tan, Yusong; Wu, Qingbo; Wang, Wei";;;TGCEL: A Chinese Entity Linking Method Based on Topic Relation Graph;PROCEEDINGS OF 2017 6TH INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND NETWORK TECHNOLOGY (ICCSNT 2017);;;;;6th International Conference on Computer Science and Network Technology (ICCSNT);OCT 21-22, 2017;Dalian, PEOPLES R CHINA;Dalian Jiaotong Univ,IEEE,Ritsumeikan Univ,Dalian Municipal Bur Foreign Experts,Dalian Int Talent Exchange Assoc,NE Normal Univ;;;;;;;;;Wang, Wei/AAM-4560-2021;;;;;;;;;;;;;;;;978-1-5386-0493-9;;;;2017;;;;;;;226;230;;;;;;;;;;;;;;;;WOS:000682780600047;View Full Record in Web of Science
